word,sopmi
太傻逼,-1.2514078219341727
完没了,-1.2514078219341727
土豆肉丝，,-1.2514078219341727
高价,-1.2514078219341727
自换,-1.2514078219341727
私,-1.2514078219341727
猜,-1.2514078219341727
别来,-1.2514078219341727
1小时54分钟,-1.2514078219341727
揽,-1.2514078219341727
金刚,-1.2514078219341727
素养,-1.2514078219341727
，素养！！,-1.2514078219341727
太刺激卷饼，袋子,-1.2514078219341727
更健康,-1.2514078219341727
钻,-1.2514078219341727
瓷器,-1.2514078219341727
标题,-1.2514078219341727
关心,-1.2514078219341727
搞好,-1.2514078219341727
丝卷,-1.2514078219341727
百洁丝！！！！,-1.2514078219341727
永远不通,-1.2514078219341727
ok！,-1.2514078219341727
难熬,-1.2514078219341727
手术,-1.2514078219341727
素卷,-1.2514078219341727
一个小时零十分钟,-1.2514078219341727
最终餐,-1.2514078219341727
误会,-1.2514078219341727
奇难,-1.2514078219341727
10点40点,-1.2514078219341727
终于知道,-1.2514078219341727
十二点十五,-1.2514078219341727
，油腻。凉拌木耳,-1.2514078219341727
了事,-1.2514078219341727
按键,-1.2514078219341727
！！！（,-1.2514078219341727
9点半,-1.2514078219341727
15个,-1.2514078219341727
衰,-1.2514078219341727
粥。。。。,-1.2514078219341727
一不小心,-1.2514078219341727
点错,-1.2514078219341727
辣。。。,-1.2514078219341727
奔,-1.2514078219341727
一万只,-1.2514078219341727
。。？？,-1.2514078219341727
钢丝，,-1.2514078219341727
【飘香肘子卷】！！！！鸡肉卷,-1.2514078219341727
？？鸡肘子？？？鸡肉味,-1.2514078219341727
看好,-1.2514078219341727
接！,-1.2514078219341727
严谨,-1.2514078219341727
，快疯了，,-1.2514078219341727
力气,-1.2514078219341727
可好,-1.2514078219341727
晚归,-1.2514078219341727
多才,-1.2514078219341727
心态,-1.2514078219341727
生。,-1.2514078219341727
京酱肉丝？,-1.2514078219341727
联想,-1.2514078219341727
飘香肘子卷，,-1.2514078219341727
大气,-1.2514078219341727
炖肉，,-1.2514078219341727
禁,-1.2514078219341727
资金,-1.2514078219341727
场面,-1.2514078219341727
翔,-1.2514078219341727
土豆丝豆牙辣椒,-1.2514078219341727
，肉不香。,-1.2514078219341727
光顾。,-1.2514078219341727
“宇宙”,-1.2514078219341727
辩护,-1.2514078219341727
辜负,-1.2514078219341727
備註,-1.2514078219341727
王老吉、、,-1.2514078219341727
一块一块,-1.2514078219341727
两个多,-1.2514078219341727
尚可，饼,-1.2514078219341727
肥肉块么，很失望，,-1.2514078219341727
评价，,-1.2514078219341727
大爱,-1.2514078219341727
是非高峰,-1.2514078219341727
退成,-1.2514078219341727
12点12,-1.2514078219341727
大失所望,-1.2514078219341727
过去一个小时,-1.2514078219341727
猪皮,-1.2514078219341727
飘香肘子卷饼,-1.2514078219341727
，春卷,-1.2514078219341727
肥，,-1.2514078219341727
，青椒丝,-1.2514078219341727
大饼卷,-1.2514078219341727
牛肉蔬菜卷，,-1.2514078219341727
，满,-1.2514078219341727
黑心,-1.2514078219341727
放牛,-1.2514078219341727
今年,-1.2514078219341727
土豆豆芽，,-1.2514078219341727
柿子椒,-1.2514078219341727
13241080757,-1.2514078219341727
工艺,-1.2514078219341727
伤心！,-1.2514078219341727
酸楚,-1.2514078219341727
去油解腻，,-1.2514078219341727
帮助,-1.2514078219341727
萝卜干酸豆角,-1.2514078219341727
一场,-1.2514078219341727
输赢,-1.2514078219341727
疯,-1.2514078219341727
宇卷,-1.2514078219341727
by,-1.2514078219341727
发了疯,-1.2514078219341727
一百倍,-1.2514078219341727
凑活吧，随便吃吃，比合利屋,-1.2514078219341727
一点十五,-1.2514078219341727
，肘子卷饼,-1.2514078219341727
甜糊糊，,-1.2514078219341727
渣滓！,-1.2514078219341727
！太！,-1.2514078219341727
北京！！！！,-1.2514078219341727
“喂，,-1.2514078219341727
一天后,-1.2514078219341727
推诿,-1.2514078219341727
诚信度,-1.2514078219341727
问又,-1.2514078219341727
混为一谈,-1.2514078219341727
命令,-1.2514078219341727
口吻,-1.2514078219341727
尖椒土豆，巨TM辣，,-1.2514078219341727
说不出,-1.2514078219341727
泥块,-1.2514078219341727
米。。。。,-1.2514078219341727
皮蛋瘦粥，呵呵，,-1.2514078219341727
迷你,-1.2514078219341727
恶心！！！！！,-1.2514078219341727
葱丝，真恶心！！！！！！！！,-1.2514078219341727
肉。。。,-1.2514078219341727
酸味。,-1.2514078219341727
呢。。。,-1.2514078219341727
送错饮料,-1.2514078219341727
慢，离,-1.2514078219341727
柴，,-1.2514078219341727
兽肉丁+肥肉丁,-1.2514078219341727
纸包,-1.2514078219341727
牛肉卷饼，,-1.2514078219341727
一两块,-1.2514078219341727
瘦肉呢？？？,-1.2514078219341727
街上,-1.2514078219341727
煎饼，皮蛋瘦肉粥,-1.2514078219341727
鸡毛，,-1.2514078219341727
，像鱼香肉丝,-1.2514078219341727
超级差，南瓜粥,-1.2514078219341727
！！！！！！！！！！！！！！,-1.2514078219341727
规矩,-1.2514078219341727
飘香肘子，,-1.2514078219341727
。木,-1.2514078219341727
144分钟,-1.2514078219341727
20起,-1.2514078219341727
极差！！！！！！！！！！,-1.2514078219341727
142分钟,-1.2514078219341727
蛋壳，,-1.2514078219341727
湿漉漉,-1.2514078219341727
原始人,-1.2514078219341727
傻B,-1.2514078219341727
1.5元,-1.2514078219341727
恶心。。。,-1.2514078219341727
生煎,-1.2514078219341727
□,-1.2514078219341727
炝炒圆白菜,-1.2514078219341727
焯,-1.2514078219341727
油味,-1.2514078219341727
竞争力,-1.2514078219341727
逐步,-1.2514078219341727
备用,-1.2514078219341727
啧,-1.2514078219341727
吧，感觉饼,-1.2514078219341727
赶脚,-1.2514078219341727
招呼,-1.2514078219341727
值。,-1.2514078219341727
蜜酱烤肠,-1.2514078219341727
九寸,-1.2514078219341727
22厘米,-1.2514078219341727
Z,-1.2514078219341727
，PIZA,-1.2514078219341727
，亲，,-1.2514078219341727
水钱,-1.2514078219341727
自动,-1.2514078219341727
拨通,-1.2514078219341727
。茶树菇,-1.2514078219341727
总定,-1.2514078219341727
。亏,-1.2514078219341727
尖椒炒鸡蛋,-1.2514078219341727
尖椒炖鸡蛋,-1.2514078219341727
，咬,-1.2514078219341727
花卷儿,-1.2514078219341727
按钮,-1.2514078219341727
，，，饭,-1.2514078219341727
天机,-1.2514078219341727
腐味肉臭，,-1.2514078219341727
jb,-1.2514078219341727
缺德得,-1.2514078219341727
进驻,-1.2514078219341727
智障,-1.2514078219341727
嫁给,-1.2514078219341727
。女,-1.2514078219341727
灵气,-1.2514078219341727
，懂,-1.2514078219341727
彭伟,-1.2514078219341727
走。,-1.2514078219341727
调头,-1.2514078219341727
封杀,-1.2514078219341727
……，,-1.2514078219341727
871元,-1.2514078219341727
脂肪块,-1.2514078219341727
？烤鸡翅,-1.2514078219341727
光秃,-1.2514078219341727
骨棒,-1.2514078219341727
，大还,-1.2514078219341727
米饭粒,-1.2514078219341727
素麻辣香锅，,-1.2514078219341727
四十多片,-1.2514078219341727
姜味。,-1.2514078219341727
牛蛙柴,-1.2514078219341727
泥，,-1.2514078219341727
。虾肉,-1.2514078219341727
差点意思,-1.2514078219341727
松仁,-1.2514078219341727
孜然羊肉,-1.2514078219341727
肉像,-1.2514078219341727
西红柿鸡蛋汤,-1.2514078219341727
俺村,-1.2514078219341727
说不放,-1.2514078219341727
。牛肉面,-1.2514078219341727
飞上天,-1.2514078219341727
白菜豆腐汤,-1.2514078219341727
。酸菜鱼片，,-1.2514078219341727
四小片,-1.2514078219341727
春节,-1.2514078219341727
火腿鸡蛋饼，,-1.2514078219341727
硬邦邦,-1.2514078219341727
套装,-1.2514078219341727
豆浆…,-1.2514078219341727
，眼,-1.2514078219341727
几圈,-1.2514078219341727
转悠,-1.2514078219341727
！黄太吉,-1.2514078219341727
中文,-1.2514078219341727
太差！慢！餐凉！,-1.2514078219341727
姜枣茶，,-1.2514078219341727
华而不实,-1.2514078219341727
有毒,-1.2514078219341727
豆浆！,-1.2514078219341727
。扁豆,-1.2514078219341727
，2星,-1.2514078219341727
套,-1.2514078219341727
怒,-1.2514078219341727
早8点,-1.2514078219341727
30分钟以上,-1.2514078219341727
真心不愉快,-1.2514078219341727
踪。,-1.2514078219341727
？少,-1.2514078219341727
土豆肉丝卷，,-1.2514078219341727
今早,-1.2514078219341727
9点15,-1.2514078219341727
使劲,-1.2514078219341727
破坏,-1.2514078219341727
牛炖，,-1.2514078219341727
矛盾,-1.2514078219341727
黄太吉纯,-1.2514078219341727
400，,-1.2514078219341727
妈孙子,-1.2514078219341727
7点40,-1.2514078219341727
，皇太吉,-1.2514078219341727
奇差,-1.2514078219341727
不要脸,-1.2514078219341727
三煎饼，,-1.2514078219341727
圣母果，,-1.2514078219341727
7颗,-1.2514078219341727
几倍,-1.2514078219341727
飙升,-1.2514078219341727
粉丝卷,-1.2514078219341727
开心！,-1.2514078219341727
转接,-1.2514078219341727
11点58,-1.2514078219341727
人工,-1.2514078219341727
漂,-1.2514078219341727
泡沫,-1.2514078219341727
吊。,-1.2514078219341727
鸡丝凉面,-1.2514078219341727
，鸡柳煎饼,-1.2514078219341727
慢，煎饼豆浆,-1.2514078219341727
明明定,-1.2514078219341727
塌塌,-1.2514078219341727
永远不接,-1.2514078219341727
下订单,-1.2514078219341727
等于,-1.2514078219341727
面疙瘩～,-1.2514078219341727
8月14日,-1.2514078219341727
饼子夹油条。。橙汁,-1.2514078219341727
开口,-1.2514078219341727
外卖袋,-1.2514078219341727
朝下,-1.2514078219341727
报价,-1.2514078219341727
生抽,-1.2514078219341727
不通，真,-1.2514078219341727
柚子茶,-1.2514078219341727
银子,-1.2514078219341727
鸡柳煎饼,-1.2514078219341727
不动。,-1.2514078219341727
鸡丝凉面，,-1.2514078219341727
气急败坏,-1.2514078219341727
超时赔付，,-1.2514078219341727
小伙伴,-1.2514078219341727
单，真心郁闷,-1.2514078219341727
…貌,-1.2514078219341727
……差！！！！,-1.2514078219341727
皇太极,-1.2514078219341727
…薄脆煎饼,-1.2514078219341727
脑！,-1.2514078219341727
豆腐脑，,-1.2514078219341727
按单,-1.2514078219341727
沙拉酱，,-1.2514078219341727
鸡丝凉面么？鸡丝,-1.2514078219341727
。刚,-1.2514078219341727
7点50,-1.2514078219341727
一根儿,-1.2514078219341727
门牌号,-1.2514078219341727
门禁,-1.2514078219341727
N,-1.2514078219341727
豆腐脑。,-1.2514078219341727
。豆腐脑,-1.2514078219341727
，告,-1.2514078219341727
12.50，,-1.2514078219341727
11.20多,-1.2514078219341727
老婆,-1.2514078219341727
一个字，,-1.2514078219341727
水果盘,-1.2514078219341727
6粒,-1.2514078219341727
太吉，,-1.2514078219341727
粉丝，,-1.2514078219341727
缘尽,-1.2514078219341727
葡萄，,-1.2514078219341727
13粒,-1.2514078219341727
保鲜,-1.2514078219341727
水果，,-1.2514078219341727
定晚,-1.2514078219341727
塑料杯,-1.2514078219341727
没汽,-1.2514078219341727
肉松。,-1.2514078219341727
可乐；希望5,-1.2514078219341727
；定,-1.2514078219341727
炸藕片,-1.2514078219341727
油，煎饼,-1.2514078219341727
脑盖子,-1.2514078219341727
灾难,-1.2514078219341727
。薄脆,-1.2514078219341727
偏油，煎饼还不错。拉面煎饼,-1.2514078219341727
土豆丝肉丝卷，,-1.2514078219341727
另类,-1.2514078219341727
重口味。。。,-1.2514078219341727
忧伤。。。,-1.2514078219341727
十点二十,-1.2514078219341727
！！！！差差差！！！！,-1.2514078219341727
薄脆煎饼,-1.2514078219341727
气儿,-1.2514078219341727
自提,-1.2514078219341727
脑碗,-1.2514078219341727
他人,-1.2514078219341727
！！！，,-1.2514078219341727
三单,-1.2514078219341727
。拜托,-1.2514078219341727
牛炖,-1.2514078219341727
1-15天,-1.2514078219341727
，袋,-1.2514078219341727
凉面一般额。。。。。。,-1.2514078219341727
，煎饼卷,-1.2514078219341727
吹,-1.2514078219341727
一次性杯,-1.2514078219341727
飙车,-1.2514078219341727
也想,-1.2514078219341727
相！,-1.2514078219341727
越野,-1.2514078219341727
塑料带,-1.2514078219341727
肉末,-1.2514078219341727
猪肉，包菜卷,-1.2514078219341727
，糖,-1.2514078219341727
微辣，豆浆,-1.2514078219341727
都匀,-1.2514078219341727
固体,-1.2514078219341727
第煎饼,-1.2514078219341727
鸭卷,-1.2514078219341727
一边,-1.2514078219341727
差强人意！,-1.2514078219341727
脑？,-1.2514078219341727
划破,-1.2514078219341727
认识字,-1.2514078219341727
清清楚楚,-1.2514078219341727
放屁,-1.2514078219341727
酸辣粉，,-1.2514078219341727
亮点,-1.2514078219341727
真苦,-1.2514078219341727
。。红油汤,-1.2514078219341727
20多度,-1.2514078219341727
叹为观止,-1.2514078219341727
点餐，,-1.2514078219341727
重复,-1.2514078219341727
葱，,-1.2514078219341727
勾结,-1.2514078219341727
诈骗,-1.2514078219341727
315,-1.2514078219341727
上架,-1.2514078219341727
！抄手,-1.2514078219341727
10分种,-1.2514078219341727
烂泥,-1.2514078219341727
85分钟,-1.2514078219341727
钟点,-1.2514078219341727
红油速冻水饺！,-1.2514078219341727
下属,-1.2514078219341727
总结,-1.2514078219341727
巨麻,-1.2514078219341727
。冒菜,-1.2514078219341727
花椒。,-1.2514078219341727
倒入,-1.2514078219341727
。。。豆花,-1.2514078219341727
煎饼。,-1.2514078219341727
。步行,-1.2514078219341727
东直门,-1.2514078219341727
后厨,-1.2514078219341727
。。。。。。。黄太吉，,-1.2514078219341727
银座堂食,-1.2514078219341727
吞咽,-1.2514078219341727
一个世纪,-1.2514078219341727
西兰花,-1.2514078219341727
值钱,-1.2514078219341727
溜,-1.2514078219341727
园区,-1.2514078219341727
一眼,-1.2514078219341727
清炒菠菜,-1.2514078219341727
黄瓜皮,-1.2514078219341727
卖出去,-1.2514078219341727
不在家,-1.2514078219341727
拿手抓,-1.2514078219341727
提倡,-1.2514078219341727
！连,-1.2514078219341727
坚决不用,-1.2514078219341727
大杂烩,-1.2514078219341727
青菜，芹菜，,-1.2514078219341727
？牛肉,-1.2514078219341727
小坛东坡,-1.2514078219341727
鸭子,-1.2514078219341727
鱼香肉丝，,-1.2514078219341727
败,-1.2514078219341727
宫爆花生米，,-1.2514078219341727
人辣死，,-1.2514078219341727
茄丁,-1.2514078219341727
香酥,-1.2514078219341727
86元,-1.2514078219341727
手抓饭,-1.2514078219341727
赠品,-1.2514078219341727
好过,-1.2514078219341727
忍！,-1.2514078219341727
异味，,-1.2514078219341727
猫粮,-1.2514078219341727
少少少,-1.2514078219341727
豆沙粥,-1.2514078219341727
，菜单,-1.2514078219341727
超级少，,-1.2514078219341727
芥蓝，,-1.2514078219341727
北菇滑鸡蒸饭,-1.2514078219341727
精，,-1.2514078219341727
尚,-1.2514078219341727
点生,-1.2514078219341727
豆腐丝，,-1.2514078219341727
一小点儿,-1.2514078219341727
凉拌豆腐丝,-1.2514078219341727
鲜肉,-1.2514078219341727
小笼,-1.2514078219341727
涼,-1.2514078219341727
，湯涼,-1.2514078219341727
万年,-1.2514078219341727
青点,-1.2514078219341727
葱油,-1.2514078219341727
葱油拌面。,-1.2514078219341727
十分钟以上,-1.2514078219341727
不明白，,-1.2514078219341727
排骨汤,-1.2514078219341727
吃翔,-1.2514078219341727
凉点,-1.2514078219341727
熟…,-1.2514078219341727
。果汁,-1.2514078219341727
，SB！,-1.2514078219341727
泡菜炒饭,-1.2514078219341727
咖喱？？？,-1.2514078219341727
鬼？咖喱鸡肉烩面，,-1.2514078219341727
说餐,-1.2514078219341727
分不清,-1.2514078219341727
东门，,-1.2514078219341727
南门，,-1.2514078219341727
，路,-1.2514078219341727
东门,-1.2514078219341727
脑残，,-1.2514078219341727
意大利面，,-1.2514078219341727
两三块,-1.2514078219341727
烧鸡饭，,-1.2514078219341727
海带汤,-1.2514078219341727
青椒。,-1.2514078219341727
请稍后,-1.2514078219341727
一百米,-1.2514078219341727
道德,-1.2514078219341727
，一听,-1.2514078219341727
鬼！,-1.2514078219341727
繁忙,-1.2514078219341727
不道德！,-1.2514078219341727
拨！,-1.2514078219341727
点谱,-1.2514078219341727
事物,-1.2514078219341727
凉…,-1.2514078219341727
酱包……,-1.2514078219341727
草泥马，,-1.2514078219341727
5分钟后,-1.2514078219341727
17.25,-1.2514078219341727
您说,-1.2514078219341727
当我,-1.2514078219341727
闲麻烦,-1.2514078219341727
补充,-1.2514078219341727
番茄酱炒饭？,-1.2514078219341727
好块,-1.2514078219341727
老干妈……,-1.2514078219341727
呵呵，+1r，不开心。,-1.2514078219341727
，奶油蘑菇汤,-1.2514078219341727
咖喱鸡肉烩意面，,-1.2514078219341727
斤,-1.2514078219341727
！骗银,-1.2514078219341727
脏兮兮,-1.2514078219341727
面食，,-1.2514078219341727
横着,-1.2514078219341727
，担担面,-1.2514078219341727
汤送,-1.2514078219341727
海带汤！,-1.2514078219341727
担担面,-1.2514078219341727
园餐,-1.2514078219341727
晚筷,-1.2514078219341727
散发,-1.2514078219341727
乐家,-1.2514078219341727
、宫保鸡丁,-1.2514078219341727
充当,-1.2514078219341727
七点半,-1.2514078219341727
下午五点五十五,-1.2514078219341727
粉丝娃娃菜油,-1.2514078219341727
蒜蓉,-1.2514078219341727
。。。羊肉串，差差差，,-1.2514078219341727
合计,-1.2514078219341727
11粒,-1.2514078219341727
太差，宫爆鸡丁,-1.2514078219341727
12点47,-1.2514078219341727
锅巴,-1.2514078219341727
宫爆鸡丁量,-1.2514078219341727
麻婆豆腐，,-1.2514078219341727
甜带鱼,-1.2514078219341727
腰子,-1.2514078219341727
进行,-1.2514078219341727
红烧肉粉，,-1.2514078219341727
错粉，,-1.2514078219341727
大排粉，,-1.2514078219341727
牛腩粉，送餐,-1.2514078219341727
盖上,-1.2514078219341727
，1／3汤,-1.2514078219341727
沾满,-1.2514078219341727
蒜香菜，,-1.2514078219341727
红豆沙,-1.2514078219341727
老汤,-1.2514078219341727
叶，,-1.2514078219341727
，女孩,-1.2514078219341727
，奶油培根,-1.2514078219341727
香辛料,-1.2514078219341727
126分钟,-1.2514078219341727
听见,-1.2514078219341727
十分钟前,-1.2514078219341727
手抓饼吧？,-1.2514078219341727
2.30,-1.2514078219341727
170分钟,-1.2514078219341727
十二点46,-1.2514078219341727
附图,-1.2514078219341727
附上,-1.2514078219341727
球！,-1.2514078219341727
！差评差评差评！！！,-1.2514078219341727
差差差差差！！！,-1.2514078219341727
半生不熟，,-1.2514078219341727
最后一个,-1.2514078219341727
干开,-1.2514078219341727
吉吉熊，,-1.2514078219341727
做多,-1.2514078219341727
柠檬茶,-1.2514078219341727
12点28,-1.2514078219341727
目测,-1.2514078219341727
缩小,-1.2514078219341727
霸王,-1.2514078219341727
条款,-1.2514078219341727
意大利面！,-1.2514078219341727
番茄酱。送错餐,-1.2514078219341727
果粒橙,-1.2514078219341727
15年,-1.2514078219341727
汁源,-1.2514078219341727
！！！累,-1.2514078219341727
协议,-1.2514078219341727
，面陀了，,-1.2514078219341727
，蛋挞凉,-1.2514078219341727
签,-1.2514078219341727
校门,-1.2514078219341727
金枪鱼超级少，,-1.2514078219341727
合利屋号，土豆泥,-1.2514078219341727
段,-1.2514078219341727
送餐巨巨巨慢，,-1.2514078219341727
12点35分,-1.2514078219341727
最小,-1.2514078219341727
额点,-1.2514078219341727
香…,-1.2514078219341727
口轻,-1.2514078219341727
，芝士焗面里肉酱,-1.2514078219341727
一万次,-1.2514078219341727
萧,-1.2514078219341727
瓜子壳？,-1.2514078219341727
。。。虾,-1.2514078219341727
蓝色,-1.2514078219341727
缠,-1.2514078219341727
梨，汤没味，,-1.2514078219341727
珍,-1.2514078219341727
太袖,-1.2514078219341727
米板,-1.2514078219341727
这样儿,-1.2514078219341727
萨！,-1.2514078219341727
海鲜乌冬面,-1.2514078219341727
得用,-1.2514078219341727
减单,-1.2514078219341727
，蛋挞,-1.2514078219341727
，尚可,-1.2514078219341727
凑单,-1.2514078219341727
9寸,-1.2514078219341727
角，,-1.2514078219341727
苏少,-1.2514078219341727
望,-1.2514078219341727
怪，,-1.2514078219341727
拉米,-1.2514078219341727
原谅,-1.2514078219341727
实话实说,-1.2514078219341727
19:02,-1.2514078219341727
牛肉丸，,-1.2514078219341727
让开,-1.2514078219341727
17:16,-1.2514078219341727
中国电子大厦,-1.2514078219341727
忍无可,-1.2514078219341727
挺快，,-1.2514078219341727
62，,-1.2514078219341727
49元,-1.2514078219341727
心塞…,-1.2514078219341727
含,-1.2514078219341727
大冷天，,-1.2514078219341727
新年快乐,-1.2514078219341727
不守时,-1.2514078219341727
血丝,-1.2514078219341727
！服,-1.2514078219341727
12一个,-1.2514078219341727
大瓶,-1.2514078219341727
中奖,-1.2514078219341727
灌装,-1.2514078219341727
瓶盖,-1.2514078219341727
35，,-1.2514078219341727
水，沙拉,-1.2514078219341727
，汤一看,-1.2514078219341727
坐地起价,-1.2514078219341727
抑郁,-1.2514078219341727
介,-1.2514078219341727
眼睁睁,-1.2514078219341727
大门口,-1.2514078219341727
，杯,-1.2514078219341727
双重,-1.2514078219341727
香草,-1.2514078219341727
对半杯,-1.2514078219341727
凯撒沙拉酱,-1.2514078219341727
刀叉,-1.2514078219341727
咖啡底,-1.2514078219341727
华夫饼，完全吐司or手撕饼,-1.2514078219341727
华夫饼,-1.2514078219341727
好失望,-1.2514078219341727
猴子,-1.2514078219341727
跳着,-1.2514078219341727
红丝绒蛋糕,-1.2514078219341727
乌七八糟,-1.2514078219341727
稳,-1.2514078219341727
精明,-1.2514078219341727
机灵真,-1.2514078219341727
60,-1.2514078219341727
咖喱，汁,-1.2514078219341727
敲。,-1.2514078219341727
，关东煮,-1.2514078219341727
。猪排,-1.2514078219341727
滴滴答,-1.2514078219341727
关东煮。。。,-1.2514078219341727
不变,-1.2514078219341727
脏话,-1.2514078219341727
拿开,-1.2514078219341727
，拌菜,-1.2514078219341727
，真垃圾,-1.2514078219341727
沙发,-1.2514078219341727
红包,-1.2514078219341727
一个多,-1.2514078219341727
串，,-1.2514078219341727
没了改,-1.2514078219341727
焉,-1.2514078219341727
齐,-1.2514078219341727
一点零五,-1.2514078219341727
话翅,-1.2514078219341727
快，菜,-1.2514078219341727
下一步,-1.2514078219341727
，东坡肉,-1.2514078219341727
大拌菜,-1.2514078219341727
，咖喱饭,-1.2514078219341727
最好别,-1.2514078219341727
鱼虾,-1.2514078219341727
龙珠,-1.2514078219341727
水冲,-1.2514078219341727
你自己,-1.2514078219341727
正言辞,-1.2514078219341727
还义,-1.2514078219341727
误,-1.2514078219341727
虚假,-1.2514078219341727
，咖喱猪排饭,-1.2514078219341727
晚45分钟,-1.2514078219341727
3公里,-1.2514078219341727
加价,-1.2514078219341727
在哪里,-1.2514078219341727
路远,-1.2514078219341727
海带丝，投诉！,-1.2514078219341727
参与,-1.2514078219341727
太事儿,-1.2514078219341727
明显量,-1.2514078219341727
一长,-1.2514078219341727
三十块,-1.2514078219341727
黑白百叶,-1.2514078219341727
黑白叶,-1.2514078219341727
白百叶,-1.2514078219341727
3种,-1.2514078219341727
菌类,-1.2514078219341727
！丸子,-1.2514078219341727
连菜,-1.2514078219341727
鹌鹑蛋！,-1.2514078219341727
麻辣烫！,-1.2514078219341727
鹌鹑蛋……,-1.2514078219341727
2颗,-1.2514078219341727
组成,-1.2514078219341727
一支,-1.2514078219341727
苦菊呢？？？,-1.2514078219341727
黑白,-1.2514078219341727
？？诺,-1.2514078219341727
中指,-1.2514078219341727
完还,-1.2514078219341727
川成园,-1.2514078219341727
川成元,-1.2514078219341727
香锅,-1.2514078219341727
剥开,-1.2514078219341727
，南非脐橙,-1.2514078219341727
橙子,-1.2514078219341727
白柚,-1.2514078219341727
红柚，,-1.2514078219341727
蜜桔，,-1.2514078219341727
凤梨,-1.2514078219341727
搞错，,-1.2514078219341727
葡萄汁，,-1.2514078219341727
，难免,-1.2514078219341727
石榴汁,-1.2514078219341727
芒果，,-1.2514078219341727
退换,-1.2514078219341727
顾不上,-1.2514078219341727
差超差,-1.2514078219341727
醋包，,-1.2514078219341727
没少,-1.2514078219341727
外带,-1.2514078219341727
汤全撒,-1.2514078219341727
胶带条，,-1.2514078219341727
宽面，,-1.2514078219341727
汤汁，,-1.2514078219341727
！！巨恶心！,-1.2514078219341727
写出,-1.2514078219341727
对儿,-1.2514078219341727
米线，,-1.2514078219341727
米线，要辣椒，,-1.2514078219341727
红薯粉,-1.2514078219341727
全非，软塌塌,-1.2514078219341727
一盆,-1.2514078219341727
，午餐肉,-1.2514078219341727
面目,-1.2514078219341727
焦黑，,-1.2514078219341727
微微辣，,-1.2514078219341727
100多块,-1.2514078219341727
血小,-1.2514078219341727
吐下泻,-1.2514078219341727
腹泻,-1.2514078219341727
胆汁,-1.2514078219341727
水状,-1.2514078219341727
一大盆,-1.2514078219341727
鸡精，,-1.2514078219341727
烂乎乎,-1.2514078219341727
180,-1.2514078219341727
新鲜度,-1.2514078219341727
小摊,-1.2514078219341727
牛肉丸,-1.2514078219341727
弹性,-1.2514078219341727
一麻一辣？关门吧！,-1.2514078219341727
麻一,-1.2514078219341727
盘子,-1.2514078219341727
呃………,-1.2514078219341727
确,-1.2514078219341727
9点20,-1.2514078219341727
超差评！,-1.2514078219341727
地瓜,-1.2514078219341727
“圆生菜”？,-1.2514078219341727
20分,-1.2514078219341727
图案,-1.2514078219341727
；点,-1.2514078219341727
麻一辣,-1.2514078219341727
须,-1.2514078219341727
7折,-1.2514078219341727
救命,-1.2514078219341727
药！,-1.2514078219341727
退热贴,-1.2514078219341727
药，,-1.2514078219341727
二十多块,-1.2514078219341727
小抄,-1.2514078219341727
草！,-1.2514078219341727
102。,-1.2514078219341727
81.5,-1.2514078219341727
水煮肥肉,-1.2514078219341727
不负责,-1.2514078219341727
？钱,-1.2514078219341727
。骑士礼貌。,-1.2514078219341727
已然,-1.2514078219341727
早已,-1.2514078219341727
“感谢”！饭盒,-1.2514078219341727
码,-1.2514078219341727
洋葱，肉呢！,-1.2514078219341727
32元,-1.2514078219341727
轰轰,-1.2514078219341727
有机花菜,-1.2514078219341727
盖严，汤,-1.2514078219341727
菜饭,-1.2514078219341727
拨,-1.2514078219341727
鸭黄肉丝粥,-1.2514078219341727
壳,-1.2514078219341727
鸭蛋,-1.2514078219341727
压锅鸡，,-1.2514078219341727
小鸡炖蘑菇，,-1.2514078219341727
逗乐,-1.2514078219341727
蘑菇，汤特,-1.2514078219341727
烟味,-1.2514078219341727
～一,-1.2514078219341727
两双筷,-1.2514078219341727
子，,-1.2514078219341727
排骨油豆角，,-1.2514078219341727
搞错！,-1.2514078219341727
，麻酱,-1.2514078219341727
拌，锅包肉,-1.2514078219341727
朝鲜,-1.2514078219341727
脊骨,-1.2514078219341727
鱼香茄子,-1.2514078219341727
特点,-1.2514078219341727
恶心。,-1.2514078219341727
地三鲜么？,-1.2514078219341727
一阵,-1.2514078219341727
茄子炖土豆，,-1.2514078219341727
交汁儿,-1.2514078219341727
，酱骨,-1.2514078219341727
比差,-1.2514078219341727
饺子皮厚，褶皱处,-1.2514078219341727
顿鱼,-1.2514078219341727
豆角排骨,-1.2514078219341727
蘸酱，,-1.2514078219341727
川香鸭肠,-1.2514078219341727
时笋烧肉。。。。,-1.2514078219341727
重，,-1.2514078219341727
究竟,-1.2514078219341727
黑椒鸡腿，,-1.2514078219341727
皮球,-1.2514078219341727
骗钱,-1.2514078219341727
付账,-1.2514078219341727
名，,-1.2514078219341727
称职,-1.2514078219341727
，凉菜,-1.2514078219341727
九品，,-1.2514078219341727
粘着,-1.2514078219341727
虫,-1.2514078219341727
炒合菜,-1.2514078219341727
炒豆皮韭菜加豆芽，,-1.2514078219341727
青椒猪肉馅儿,-1.2514078219341727
不听,-1.2514078219341727
指导,-1.2514078219341727
二米粥，,-1.2514078219341727
完善,-1.2514078219341727
冰手，,-1.2514078219341727
